text,emotion
I guess .,neutral
Are you sure ? Great . Carol ? Wanna come over and join us ?,neutral
"Oh , no no no . I am fine . I am fine .",neutral
"Come on . These people will scooch down . Come on . Come over here . You guysll scooch , will not you ?",neutral
Let try scooching ! Come on . Come on .,joy
"Uh , Kristen Riggs , this is Carol Willick .",neutral
"Carol , Kristin .",neutral
"Uh , Carol teaches sixth grade .",neutral
"And , Kristin , Kristin ... does something that , funnily enough , was not even her major !",joy
What do we got there ?,neutral
"A piece of something : boxer shorts , greeting cards , and what looks like a half ... charred picture ... Wow , that guy hairier than the Chief !",surprise
"You know , it is a really funny story how this happened .",joy
It is all right .,neutral
It is all right .,neutral
You do not have to explain .,neutral
This is not the first boyfriend bonfire that we have seen get out of control .,neutral
You are our third call tonight .,neutral
Really ?,surprise
"Oh , sure , Valentine is our busiest night of the year .",neutral
"Oh , my god .",surprise
"See , there you go , the cleansing works !",joy
You are right . They are nice guys .,joy
"Oh , they are firemen guys .",joy
Coffee .,neutral
Thank you .,neutral
Cappuccino .,neutral
Grazie .,neutral
And a nice hot cider for Monica .,neutral
"Aww , thank you . Uh Rach ?",neutral
Uh Rach ?,neutral
Yeah ?,neutral
Why does my cinamon stick have an eraser ?,surprise
Oh ! That is why . I am sorry !,surprise
Chandler .,neutral
"Mrs . Tedlock . You are looking lovely today . And may I say , that is a very flattering sleeve length on you .",neutral
"Yes . Well , Mr . Kostelick wants you to stop by his office at the end of the day .",neutral
"Oh , listen . If this is about those prank memos , I had nothing to do with them . Really . Nothing at all . Really . Nothing .",fear
Can you see my nipples through this shirt ?,neutral
"No . But do not worry , I am sure they are still there .",neutral
"Where are you going , Mr . Suity ... Man ?",neutral
"Well , I have an appointment to see Dr . Robert Pillman , career counselor a ... gogo . I added the "" a ... gogo . """,neutral
"Wow ! It is huge ! It is so much bigger than the cubicle . Oh , this is a cube .",surprise
Look at this !,joy
Oh ! You have a window !,surprise
Yes indeedy ! With a beautiful view of ...,joy
Oh look ! That guy peeing !,surprise
"OK , that is enough of the view . Check this out , look at this . Sit down , sit down .",neutral
OK .,neutral
"This is great ! Helen , could you come in here for a moment ?",joy
"Thank you Helen , that will be all .",neutral
"Last time I do that , I promise .",neutral
"Yes , Fran . I know what time it is , but I am looking at the WENUS and I am not happy !",anger
"Oh , really , really , really ? Well , let me tell you something ... you will care about it , because I care about it ! You got it ? Good !",anger
Whooooaaaa ...,disgust
"Hello , this is Monica ...",neutral
Yeah ? ? ?,neutral
Oh ...,neutral
"Okay , yes , we will be right , we will be right down .",neutral
Thank you .,neutral
Hey .,neutral
Urse ... What are you doing here ? I have been trying to call you .,surprise
"Listen , um ...",neutral
"No , no . Do not say "" listen . "" I know that "" listen . "" I have said that "" listen . """,sadness
I am sorry .,sadness
I do not get it . What happened ? What about everything you said under the bridge ?,sadness
"Yeah , um ... You know you , you should just forget about what I said under the bridge , I was talking crazy that night , I was so drunk !",neutral
You do not drink .,surprise
"That is right , I do not ... But I was , I was drunk on you !",neutral
"Oh , Urse ...",joy
"Okay , yeah , so it is not gonna work .",neutral
Why ? Is it because I am friends with Phoebe ?,surprise
"If it was , would you stop hanging out with her ?",neutral
"No . No , I could not do that .",sadness
"Um , then yes , it is cause of Phoebe ! So , you know , it is either her or me .",sadness
"Then , uh ... Then I am sorry .",sadness
"You know ... You are gonna be really , really hard to get over .",sadness
Can you believe what a jerk Ross was being ?,anger
"Yeah , I know . He can get really competitive .",neutral
"Ha . Ha , ha .",joy
What ?,surprise
"Oh , hello , kettle ? This is Monica . You are black .",neutral
Please !,surprise
I am not as bad as Ross .,neutral
"Oh , I beg to differ . The Pictionary incident ?",disgust
That was not an incident ! I was gesturing and the plate slipped out of my hand .,surprise
Oooooh .,neutral
Oh ! I got an interview ! I got an interview !,joy
"So , Phoebs owes $ 7 . 50 , Monica , you owe $ 10 , and Rachel , you owe fifteen big ones .",neutral
"But hey , thanks for teachin us Cross ... Eyed Mary . You guys , we gotta play that at our regular game .",neutral
"Alright , here is my $ 7 . 50 . But I think you should know that this money is cursed .",neutral
What ?,surprise
"Oh , I cursed it . So now bad things will happen to he who spends it .",neutral
"That is alright , I will take it .",neutral
Bad things happen to me anyway .,neutral
This way I can break em up with a movie .,neutral
"Well , that just leaves the big Green poker machine , who owes fifteen ...",neutral
"Oh God , Ross , I cannot do this .",sadness
"Okay , quick and painful .",neutral
"Oh God ... Okay . Alright . Alright . Okay . Ross , please do not hate me .",fear
"Oh , what ? What ... what ?",surprise
You know Marcel ?,neutral
... Yeah ?,neutral
"Well , I kind of ... I kind of lost him .",sadness
"I am telling you , years from now , schoolchildren will study it as one of the greatest first dates of all time .",neutral
"It was unbelievable ! We could totally be ourselves , we did not have to play any games .",surprise
So have you called her yet ?,neutral
"Let her know I like her ? What are you , insane ?",surprise
"Oh , guys .",disgust
It is the next day ! How needy do I want to seem ?,surprise
"I am right , right ?",neutral
"Oh , yeah . Yeah . Let her dangle .",neutral
I can not believe my parents are actually pressuring me to find one of you people .,surprise
"Oh , God , come on , just do it ! Call her ! Stop being so testosteroney !",anger
"Which , by the way , is the real San Francisco treat .",neutral
I got her machine .,fear
Her answer machine ?,neutral
"No , interestingly enough her leaf blower picked up .",neutral
"So , uh , why did not you say anything ?",neutral
"Oh , no ... no ... no ... no . Last time I left a spontaneous message I ended up using the phrase "" Yes indeedy ... o . """,disgust
"Look look ! It is Rachel and Barry . No , do not everybody look at once !",surprise
"Okay , okay , what going on ?",neutral
"Okay , they are just talking ...",neutral
"Yeah , well , does he look upset ? Does he look like he was just told to shove anything ?",neutral
"I am not crazy , right ? I mean , it was never like that .",surprise
"Nooo , it was not .",neutral
"Ooh , and it is so nice having this little sink here ...",joy
"Oh , Danielle ! I was not expecting the machine .",surprise
Give me a call when you get a chance .,neutral
Bye ... bye .,neutral
Oh God !,fear
That is what you have been working on for the past two hours ? !,surprise
"Hey , I have been honing !",anger
What was with the dishes ?,neutral
"Oh , uh ... I want her to think I might be in a restaurant ... you know ?",neutral
"I might have some kind of life , like I have not been sitting around here honing for the past few hours .",anger
"Look look ! He is doing it again , the guy with the telescope !",surprise
Oh my God !,surprise
Go away ! Stop looking in here !,anger
"Great , now he is waving back .",disgust
"Man , we gotta do something about that guy . This morning , I caught him looking into our apartment . It creeps me out ! I feel like I can not do stuff !",anger
What kinda stuff ?,joy
"Will you grow up ? I am not talking about sexy stuff , but , like , when I am cooking naked .",disgust
You cook naked ?,surprise
"Yeah , toast , oatmeal ... nothing that spatters .",neutral
What are you looking at me for ? I did not know that .,surprise
"No , not that , I mean , what about you and Mindy ?",neutral
"Well , if you want , I will just ... I will just break it off with her .",neutral
"No . No ... no ... no ... no , no . I mean , do not do that . Not , I mean not for me .",fear
"Dr . Farber , Bobby Rush is here for his adjustment .",neutral
"Thanks , Bernice .",neutral
Let go away this weekend .,joy
"Oh , Barry ! Come on , this is all way too ...",sadness
"We can , we can go to Aruba !",joy
"When I went there on what would have been our honeymoon , it was , uh ... it was really nice . You would have liked it .",joy
I had a bra .,neutral
"Hey , Dr . Farber .",neutral
"All right Miss Green , everything looks fine ... Yep , I think we are starting to see some real progress here .",neutral
What ? !,surprise
"I am twelve , I am not stupid .",disgust
"Uh ... Oh , Mindy , you are so stupid . Oh , we are both so stupid .",sadness
What do you mean ?,neutral
Smell familiar ?,neutral
Oh no .,fear
"Oh , I am so sorry .",sadness
"No me , I am so sorry ...",sadness
Oh my .,surprise
"Four letters : "" Circle or hoop "" .",neutral
"Ring dammit , ring !",anger
Thanks .,neutral
"Hey , you know our phone not working ?",surprise
What ? !,surprise
"I tried to call you from the coffee shop , and there was no answer .",neutral
"I turned it off . Mother of God , I turned it off !",anger
Just like you told her you did ! ... Just pointing out the irony .,neutral
"Hey , so listen , I went across the street and talked to the doorman ... I got the peeper name ! Can I use the phone ?",anger
Nngghhh ! ! ! ! ! ! !,anger
Can I use your phone ?,neutral
"Yeah , the number for a Sidney Marks , please .",neutral
""" Heating device . """,neutral
Radiator .,neutral
Five letters .,neutral
Rdtor .,neutral
"Yeah , is Sidney there ?",anger
"Oh , this is ?",surprise
Sidney a woman .,surprise
What Do you think ?,neutral
Lot of things .,neutral
Which one do you think she is ?,neutral
May I help you ?,neutral
"Oh , no thanks , we are just here to observe .",neutral
You do not observe a dance class . You dance a dance class .,neutral
What does she mean ?,neutral
I think she means You dance a dance class .,neutral
"Okay , do you see anybody you think could be me ?",neutral
People ! Last time there were some empty yoghurt containers lying around after class . Let not have that happen again !,anger
She could be you .,neutral
"Let get started . Five , six , a ... five six seven eight ...",neutral
